GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
products,com.bootexample4.products,ProductsApplication,8,0,0,0,3,0,2,0,2,0
products,com.bootexample4.products.model,Product,14,17,0,0,6,7,4,5,4,5
products,com.bootexample4.products.controller,ProductController,41,41,0,0,8,9,3,6,3,6
